time,image,x,y,z,qx,qy,qz,qw,distance,angle   
1596611133.365047,Image_000017,1.0365717,0.010302978,-0.063313134,-0.38645798,-0.5531269,-0.3755345,0.63535386,0.10277389,4.4378757
1596611133.565927,Image_000018,1.1420572,0.0045229197,-0.059191644,-0.40634647,-0.52618587,-0.34952042,0.6601866,0.105724044,5.6318316
1596611133.79725,Image_000019,1.2422388,0.015855636,-0.06765942,-0.43582898,-0.48567286,-0.31758082,0.6879806,0.10117551,7.5186386
1596611134.050101,Image_000020,1.3363547,0.012847424,-0.11895558,-0.45976812,-0.44176853,-0.29357624,0.7122267,0.107229486,6.9382052
1596611134.234298,Image_000021,1.4150217,-0.00043165684,-0.18299797,-0.46346658,-0.4200116,-0.2772215,0.72934,0.102304675,3.7087045
1596611134.399414,Image_000022,1.4886676,-0.009951115,-0.25563243,-0.475689,-0.40477565,-0.27251324,0.73185587,0.10387546,2.3205683
1596611134.5982819,Image_000023,1.5614343,-0.0021083355,-0.3341834,-0.4861269,-0.3933025,-0.25858268,0.7362939,0.1073627,2.442825
1596611134.849702,Image_000024,1.6353192,0.008440375,-0.42645466,-0.4875236,-0.36413535,-0.23654145,0.75747883,0.11867708,4.8447328
1596611135.050235,Image_000025,1.7117963,0.0028179884,-0.50049555,-0.48792037,-0.34141868,-0.22821896,0.7702486,0.10659458,3.1349592
1596611135.28049,Image_000026,1.8187797,0.0044360925,-0.5859792,-0.49445942,-0.31704953,-0.21268344,0.7808681,0.13695082,3.606834
1596611135.499764,Image_000027,1.9004204,0.008960724,-0.66074705,-0.5085639,-0.2899164,-0.19132048,0.78785,0.1107967,4.3491383
1596611135.698144,Image_000028,1.9765853,0.015789747,-0.7306932,-0.5039137,-0.2888188,-0.19039775,0.7914564,0.103634864,0.69323033
1596611135.8817868,Image_000029,2.0593667,0.007591682,-0.8025342,-0.5017131,-0.303171,-0.20437764,0.7839649,0.10991407,2.4635646
1596611136.0510778,Image_000030,2.143684,-0.005536437,-0.8747009,-0.5075938,-0.3260056,-0.22490323,0.7651714,0.111757636,4.1800675
1596611136.215602,Image_000031,2.226514,0.005933881,-0.9320042,-0.49040604,-0.34820196,-0.2564487,0.75663155,0.10137099,4.9375725
1596611136.401075,Image_000032,2.3371031,0.013263941,-0.94097817,-0.46366706,-0.3939957,-0.28853434,0.7392754,0.1111944,7.3769836
1596611136.583613,Image_000033,2.4510086,0.010925012,-0.92754024,-0.46199393,-0.44083562,-0.31876257,0.7004397,0.114719205,7.7894135
1596611136.751696,Image_000034,2.534441,0.0021061897,-0.98617196,-0.4441496,-0.4663821,-0.33222392,0.68909067,0.10235439,4.1016097
1596611136.9113178,Image_000035,2.6511877,-0.008142148,-0.97281665,-0.4412608,-0.48651588,-0.34924713,0.6682944,0.11795413,3.8625553
1596611137.1008658,Image_000036,2.7628593,-0.0014475584,-0.9606926,-0.42815632,-0.5105843,-0.35551205,0.65543646,0.11252722,3.5424507
1596611137.300764,Image_000037,2.8861952,0.007824855,-0.8929741,-0.41281012,-0.53239787,-0.37110126,0.63908046,0.14100887,4.006214
1596611137.501318,Image_000038,2.9805963,0.00314446,-0.945215,-0.39981392,-0.55361915,-0.3880585,0.6189225,0.10799347,4.1528234
1596611137.670343,Image_000039,3.0857532,-0.0049051046,-0.9373627,-0.37818232,-0.5864356,-0.40349424,0.5918309,0.105756454,5.749612
1596611137.833734,Image_000040,3.1901875,-0.01132369,-0.9296488,-0.36197606,-0.61356986,-0.43023133,0.5544421,0.10491527,6.393189
1596611137.873046,Image_000041,3.2105317,-0.011583328,-0.92781293,-0.35838914,-0.61866844,-0.43731907,0.54548913,0.020428576,1.490922
1596611138.129626,Image_000042,3.343813,-0.0019413233,-0.8981918,0.3192424,0.65419185,0.47293907,-0.49643305,0.13687317,350.78052
1596611138.3029761,Image_000043,3.4376862,-0.0058761835,-0.8459377,0.30173403,0.676681,0.48803163,-0.46139404,0.10750889,5.4575744
1596611138.5366611,Image_000044,3.5531142,-0.015816374,-0.7529728,0.27576017,0.69896734,0.49008378,-0.44183573,0.14854261,4.5236635
1596611138.703568,Image_000045,3.6301544,-0.015048981,-0.6770005,0.2716844,0.7038681,0.50019395,-0.424927,0.108201504,2.3732638
1596611138.967319,Image_000046,3.733066,-0.0014713244,-0.5691393,0.25898454,0.7127472,0.5094813,-0.40662912,0.14969708,2.946787
1596611139.153044,Image_000047,3.8093615,-0.0016766787,-0.48971832,0.2497215,0.7233371,0.51860875,-0.38140187,0.11013047,3.4719198
1596611139.316863,Image_000048,3.8859243,-0.006736127,-0.411354,0.23371315,0.7347887,0.5256058,-0.3594469,0.10967424,3.473272
1596611139.5850081,Image_000049,4.014926,-0.017128749,-0.28904757,0.21170187,0.74607784,0.5446541,-0.3192209,0.17806822,5.835851
1596611139.770218,Image_000050,4.0871964,-0.01155138,-0.21176063,0.1977754,0.7537622,0.55312645,-0.29458186,0.10595937,3.4986475
1596611139.970749,Image_000051,4.1515694,-0.0033797026,-0.12572812,0.18343908,0.7609855,0.5551689,-0.28113797,0.10776017,2.4112191
1596611140.146964,Image_000052,4.20202,-0.010958552,-0.036148906,0.1734694,0.7632203,0.55825126,-0.27524278,0.1030881,1.3977119
1596611140.379827,Image_000053,4.2565274,-0.010479689,0.08846468,0.16749711,0.76456803,0.5611464,-0.26924905,0.13601403,1.0377755
1596611140.581317,Image_000054,4.297859,-0.0010083914,0.18431929,0.16474152,0.7683405,0.5570145,-0.26878938,0.10481472,0.7187294
1596611140.815284,Image_000055,4.358476,0.0070226192,0.27035826,0.1675051,0.77081674,0.5545986,-0.26495996,0.10555387,0.6737632
1596611141.079278,Image_000056,4.448925,0.00015461445,0.36855608,0.16145188,0.7754548,0.56002074,-0.24285708,0.13368237,2.7508786
1596611141.2803211,Image_000057,4.526334,0.009041429,0.44226283,0.14333855,0.7844145,0.5607924,-0.22284438,0.10725568,3.2602975
1596611141.612165,Image_000058,4.6120157,0.030276492,0.53527486,0.12413148,0.79755485,0.55221933,-0.20868951,0.12823243,3.2727587
1596611142.013373,Image_000059,4.618478,0.11855829,0.5967784,0.11600235,0.87017035,0.4256323,-0.21950875,0.10778737,16.809938
1596611142.370873,Image_000060,4.589735,0.21029311,0.6257959,0.06881943,0.92043704,0.31916207,-0.21493064,0.10041635,14.5542555
1596611142.81325,Image_000061,4.5667253,0.33607814,0.6282253,0.021414986,0.96570575,0.16261417,-0.20127174,0.12789537,19.53461
1596611143.26234,Image_000062,4.538564,0.43239307,0.61805105,-0.017507175,0.98280364,0.040575698,-0.17928748,0.10086192,15.032439
1596611143.7429729,Image_000063,4.512024,0.521877,0.5782726,-0.041796096,0.9783422,-0.117366746,-0.16530152,0.101459764,18.408644
1596611144.188538,Image_000064,4.481782,0.6004609,0.5248352,-0.0807748,0.9433928,-0.2761979,-0.16492449,0.09972741,19.186419
1596611144.84308,Image_000065,4.4490137,0.66129297,0.46951213,-0.12957396,0.87071764,-0.44095996,-0.17497309,0.08851522,21.442013
1596611146.126882,Image_000066,4.431073,0.68843883,0.45886904,-0.201753,0.82690173,-0.4924264,-0.18178399,0.034235004,11.363095
1596611147.009278,Image_000067,4.49246,0.655384,0.51040894,-0.120293364,0.9091299,-0.36018234,-0.1711169,0.08670234,20.201931
1596611147.909113,Image_000068,4.523694,0.633523,0.50408626,0.03293777,0.88325524,-0.44275135,-0.15081951,0.038645305,20.325514
1596611148.410471,Image_000069,4.5370417,0.62979555,0.49836326,0.1932981,0.8223908,-0.53173083,-0.059762735,0.014993519,24.524467
1596611148.828794,Image_000070,4.5535574,0.62255776,0.49443266,0.31546324,0.7503018,-0.58019125,0.030137334,0.018455477,20.055048
1596611149.350429,Image_000071,4.558742,0.6103121,0.50023216,0.45462233,0.6643664,-0.58368224,0.10606993,0.014507615,20.69535
1596611150.3292851,Image_000072,4.541,0.63793945,0.46601158,0.31391814,0.75769734,-0.5699901,0.04961268,0.0474247,20.488573
1596611150.8789,Image_000073,4.514313,0.6533587,0.46514955,0.16885841,0.8114859,-0.5584477,-0.0333715,0.03083301,20.187397
1596611151.712548,Image_000074,4.51303,0.6588879,0.49584705,0.04595667,0.8862274,-0.45935583,-0.038485616,0.031217864,20.050144
1596611152.4622002,Image_000075,4.5305586,0.6056534,0.58705485,0.015791507,0.9537203,-0.29952332,-0.021309959,0.107051514,20.302004
1596611153.195243,Image_000076,4.5437694,0.49335292,0.6919807,-0.025263831,0.98926735,-0.14389382,-0.0025246365,0.15425746,19.032524
1596611153.512284,Image_000077,4.5297976,0.4214194,0.7635706,-0.027911145,0.99788827,-0.055388227,0.019291982,0.1024439,10.500251
1596611153.914168,Image_000078,4.501735,0.34108898,0.88665277,-0.029886745,0.99546933,0.04331352,0.07919251,0.14963186,13.242449
1596611154.197002,Image_000079,4.473852,0.2902366,0.9708686,-0.03600245,0.9851736,0.123181276,0.11385658,0.10225329,10.074146
1596611154.482337,Image_000080,4.45381,0.25178456,1.0667229,-0.06325314,0.96877277,0.18857779,0.14804307,0.1052059,9.210517
1596611154.814986,Image_000081,4.4440837,0.19985867,1.1918068,-0.08136792,0.9366467,0.26440635,0.21485227,0.13578251,12.333892
1596611155.218453,Image_000082,4.4114723,0.172827,1.286366,-0.10332069,0.9063991,0.29546756,0.28366268,0.103613,9.656072
1596611155.568471,Image_000083,4.3291864,0.15810776,1.3966831,-0.11729452,0.89767736,0.2954172,0.3051984,0.13841058,3.1068678
1596611155.898944,Image_000084,4.2438865,0.15768026,1.453497,-0.10493923,0.90040034,0.29165605,0.3052928,0.10248948,1.5122931
1596611156.202299,Image_000085,4.1723003,0.15168913,1.5269004,-0.104348175,0.89998865,0.29684255,0.30168927,0.10270599,0.7295379
1596611156.501254,Image_000086,4.1197987,0.14095843,1.6178341,-0.110526256,0.8935031,0.3027469,0.31269863,0.105548605,1.7614236
1596611156.817795,Image_000087,4.0660048,0.14473134,1.7258109,-0.11762045,0.8845547,0.30352056,0.3340714,0.120693855,2.778343
1596611157.170569,Image_000088,4.014763,0.14024639,1.815861,-0.13237664,0.8739871,0.3079999,0.351794,0.10370567,2.952095
1596611157.502623,Image_000089,3.9432068,0.1170975,1.8848734,-0.13887994,0.86781424,0.32979617,0.3447394,0.102072805,2.819454
1596611157.857533,Image_000090,3.8585927,0.11555052,1.9423383,-0.13111706,0.8661786,0.34223035,0.3397372,0.10229442,1.7848195
