time,image,x,y,z,qx,qy,qz,qw,distance,angle   
1596611200.631761,Image_000032,-0.5769092,0.21126078,1.5072111,-0.4846341,0.7545824,-0.01366229,0.44220868,0.07969446,20.340141
1596611200.981081,Image_000033,-0.6962875,0.18199076,1.4880167,-0.5876238,0.66487986,-0.12429808,0.4440528,0.12440395,20.168447
1596611201.1277518,Image_000034,-0.73136777,0.16849214,1.4961404,-0.6207134,0.63236636,-0.16384365,0.43356985,0.038455565,7.089063
1596611201.4258928,Image_000035,-0.84104526,0.16082034,1.4842432,0.6640955,-0.55509436,0.25728828,-0.42970932,0.11058731,345.22574
1596611201.779347,Image_000036,-0.9223868,0.13513322,1.4563869,0.70246893,-0.43342757,0.38510233,-0.4127637,0.08973431,20.813314
1596611202.133837,Image_000037,-0.9875326,0.123962164,1.4464409,0.6501881,-0.3391354,0.5218039,-0.43584773,0.066840775,20.151237
1596611202.530037,Image_000038,-1.05256,0.11594935,1.4521759,0.56500363,-0.22020063,0.6308891,-0.4840055,0.06576969,21.659567
1596611202.680459,Image_000039,-1.0616834,0.112658694,1.4474646,-0.5354091,0.18195452,-0.65561587,0.50039715,0.010782473,353.49802
1596611203.23106,Image_000040,-1.1595023,0.110474825,1.3227373,-0.47760797,0.07480282,-0.6296106,0.60818225,0.15852502,18.89121
1596611203.648001,Image_000041,-1.2660716,0.13451123,1.2207178,-0.46452695,0.048233327,-0.53300583,0.70554453,0.14947492,16.09236
1596611203.9355512,Image_000042,-1.3600354,0.13044798,1.172899,-0.48309237,0.027461136,-0.42813122,0.7632636,0.10550996,14.093019
1596611204.216896,Image_000043,-1.4781766,0.13298315,1.136153,-0.47772133,0.00653111,-0.3440159,0.8083271,0.12374989,11.2163725
1596611204.452232,Image_000044,-1.5785689,0.14899735,1.116753,-0.4542192,0.013120772,-0.27379638,0.8476722,0.103496075,9.641373
1596611204.731968,Image_000045,-1.6792846,0.15534686,1.1070623,-0.45001256,0.045201752,-0.18439871,0.87260675,0.101379804,11.267626
1596611205.1041179,Image_000046,-1.7964714,0.15471046,1.0690945,-0.4313513,0.107708715,-0.05678362,0.89392984,0.12318564,16.618721
1596611205.385561,Image_000047,-1.8884379,0.14725764,1.0088379,-0.36972532,0.17869988,0.07683767,0.90855134,0.11020091,18.817568
1596611205.734974,Image_000048,-1.99107,0.1297252,0.9425639,-0.33946815,0.2498897,0.22363691,0.8788077,0.123422034,19.34044
1596611206.0326161,Image_000049,-2.0858073,0.10774572,0.91021657,-0.3084454,0.30084288,0.32515192,0.8418023,0.10249196,14.152358
1596611206.3154979,Image_000050,-2.1999414,0.07400949,0.8818487,-0.25292027,0.320825,0.4312017,0.8044674,0.12234973,14.560186
1596611206.587698,Image_000051,-2.2803855,0.035308123,0.8763427,-0.17343241,0.35041887,0.56991464,0.7227206,0.08943917,20.882662
1596611206.9289742,Image_000052,-2.3521593,0.006054759,0.89165395,-0.077460594,0.3935005,0.67106915,0.62355703,0.07900422,20.245268
1596611207.20211,Image_000053,-2.4274669,-0.023372293,0.903048,0.04769436,0.44110987,0.72866875,0.52171767,0.08165176,20.403484
1596611207.500999,Image_000054,-2.5027757,-0.041206002,0.8593919,0.1891542,0.4552821,0.76442486,0.41544378,0.08885554,20.776945
1596611207.849967,Image_000055,-2.5745318,-0.05037155,0.7886677,0.35043213,0.45063773,0.76429343,0.29996425,0.10116752,22.77387
1596611208.252933,Image_000056,-2.6694896,-0.058547545,0.7501436,0.45032132,0.42444205,0.75161445,0.22833164,0.10280049,14.484475
1596611208.518619,Image_000057,-2.7749293,-0.059042502,0.7310232,0.4754913,0.42512655,0.7356766,0.22793727,0.10716043,3.4155464
1596611208.831828,Image_000058,-2.92337,-0.027766883,0.71600056,0.47127083,0.49160522,0.62849605,0.37579358,0.15244165,22.310347
1596611209.117737,Image_000059,-3.0196123,-0.018870622,0.6765549,0.452989,0.49065608,0.55065995,0.50083035,0.10439208,17.023033
1596611209.401348,Image_000060,-3.099168,0.0021875799,0.6136256,0.37545937,0.48105416,0.52646667,0.5919882,0.10359858,14.042373
1596611209.6507149,Image_000061,-3.1689477,0.034148213,0.54189336,0.3049366,0.49208173,0.4737041,0.6636818,0.105053276,13.082138
1596611209.8666759,Image_000062,-3.2335591,0.06894981,0.4625147,0.24151893,0.49886888,0.42916507,0.71317303,0.108105324,10.569221
1596611210.165975,Image_000063,-3.3012712,0.104109794,0.34801915,0.14050563,0.48910835,0.38588363,0.76949656,0.13758771,14.2039385
1596611210.448999,Image_000064,-3.3489654,0.12356735,0.2579775,0.02221527,0.4898693,0.33276692,0.8054817,0.10373445,15.432449
1596611210.7508922,Image_000065,-3.4150417,0.14451045,0.16480255,-0.08154026,0.45889276,0.24801934,0.84926736,0.116130345,16.550573
1596611211.117708,Image_000066,-3.5043178,0.15040642,0.042101443,-0.23696719,0.41061768,0.17555997,0.86279684,0.15185697,20.500896
1596611211.5877929,Image_000067,-3.5370362,0.11463952,-0.04891336,-0.39245752,0.35233614,0.14860955,0.8365115,0.10311867,19.534973
